up_id,uname,fans,tid_gen,tid_sub,biz_scale_rank,biz_active_rank,biz_trend_rank,biz_score,gmv_30d,avg_daily_gmv,ecpvv,charge_users,cvr,charge_level,biz_level,conclusion
456782283,在下乌鸦有何贵干,541319,游戏,单机游戏,2,2,0,1,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
534964283,圈内师老师,647184,知识,财经商业,2,3,0,1.25,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
94709124,小海Xhai,163721,动画,综合,2,3,1,1.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
584888944,flypig的小号,61444,科技,数码,3,1,3,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
2079933284,河马君,2667434,生活,搞笑,3,2,0,1.25,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
617285,芒果冰OL,2243295,游戏,网络游戏,3,3,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
7458285,爱否科技FView,1167819,科技,数码,3,3,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
33416285,骆歆同学,605661,生活,日常,2,2,1,1.5,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
384018285,金不拉毛抱抱,565828,动物圈,汪星人,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
423363285,追同学装修日记,83347,生活,家居房产,4,5,5,4.75,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
208130286,大物是也,2330910,生活,日常,4,4,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
2270287,一个李欢喜,330099,生活,亲子,2,3,4,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
4099287,佳茗,1048887,时尚,穿搭,3,4,3,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
4162287,渗透之C君,5603329,游戏,单机游戏,2,2,1,1.5,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
7936287,托比昂首挺胸,689773,游戏,手机游戏,3,4,4,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
33029951,甜椒铜豌豆,380313,生活,日常,2,4,3,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
293846287,硬的小软,272847,游戏,单机游戏,2,4,1,2,0,0,0,0,0,无,低,商单衰退型：曾经商单强但趋势下行，充电转化黄金窗口
403226287,主持人肖雄,794105,知识,社科·法律·心理,2,5,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
489206287,可妈可吗,1173193,生活,亲子,4,4,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
568588287,八零彪子,892618,生活,三农,2,4,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
403899908,金大迪_,1202369,时尚,美妆护肤,2,2,2,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
446430908,小傲想睡觉,4770269,美食,美食制作,3,3,1,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
472102908,阿蔡美食雕刻,4572507,美食,美食制作,2,2,0,1,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
6302909,BettySays,1611304,时尚,穿搭,3,2,3,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
8893909,刘哥模玩,703014,动画,模玩·周边,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
29221909,AlphaStyLe粉红小象,288534,科技,数码,2,2,4,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
473147288,卷卷社,34354,动画,同人·手书,3,3,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
12147863,超正经BB,89623,汽车,汽车生活,2,3,2,2.25,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
57868863,白马侯子,378492,国创,国产原创相关,2,5,3,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
10763138,早安蛋蛋HEYYOLK,571922,动画,同人·手书,3,4,4,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
397312138,白电星球,162297,美食,美食记录,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1220869863,小商的拍车日记,423767,汽车,汽车生活,2,1,0,0.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
117207140,加班鱼,191227,动画,同人·手书,3,4,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
393245497,柴来了,203877,动画,同人·手书,3,1,0,1,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
10708864,小姜的365个旅行故事,38231,生活,出行,2,2,0,1,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
433448864,星评测,91529,生活,日常,2,4,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
651039864,暴躁的仙人JUMP,2264187,知识,财经商业,4,3,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1282271864,自由魂儿儿儿,951220,游戏,手机游戏,4,5,2,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
16754498,不凉少年派,1071957,生活,搞笑,3,3,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
194186498,泰迪熊本熊-TBK-,103239,科技,数码,2,4,3,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
285571498,盖里老哥,2015521,生活,日常,4,4,1,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
358247498,木兜Modoul,199299,科技,数码,2,2,3,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
5374954,深海色带鱼,1612609,鬼畜,鬼畜调教,4,4,3,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
517994498,山中冷月微,588981,生活,日常,2,2,5,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
651332498,吴子伊Miss,210279,游戏,同人·手书,2,4,3,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
3766866,科技美学,4458511,科技,数码,4,4,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
11643866,汤姆的混乱空间,1923734,生活,搞笑,4,4,3,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
474853499,李如儒也是李蠕蠕,3259547,生活,搞笑,2,1,0,0.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
542824499,军情阿丁,1868706,影视,影视杂谈,2,5,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
68134500,张大碗子,1038444,生活,日常,2,2,3,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
390898500,一目十影,2195184,影视,影视杂谈,2,5,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1813797500,=-三三三元,1399375,舞蹈,宅舞,2,4,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
350632501,在下小苏,1414512,生活,日常,4,4,2,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
6528910,小贝的游戏食堂,1550375,游戏,网络游戏,3,3,1,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
147166910,雨哥到处跑,3823751,生活,搞笑,5,5,3,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
7327911,德国陶渊明,1140903,美食,美食记录,3,5,4,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
239384911,春风满马,318176,游戏,手机游戏,4,5,4,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
265457911,老鸽子从不鸽,1251976,生活,搞笑,2,4,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1948970911,坤姐再闯江湖,208155,生活,日常,2,5,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
407275913,假装讲电影,2274291,影视,影视杂谈,2,3,4,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
170914,文同学文案,200179,知识,人文历史,2,5,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
346098914,大家测,979382,科技,数码,2,3,3,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
508752914,爱画画的子衿,2054053,生活,搞笑,2,3,4,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
25592156,假如科技,677492,科技,数码,3,4,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
38421915,羊SheeKep,147473,科技,数码,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1132916,有点在李,151606,知识,人文历史,2,2,5,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
62540916,周六野Zoey,10639267,运动,健身,3,3,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1556651916,小黛晨读,721614,知识,社科·法律·心理,3,5,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
5970160,小潮院长,15201098,游戏,单机游戏,5,5,2,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
314866867,佚村夫,489276,动物圈,汪星人,2,3,1,1.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
1935133868,新月家电说,79615,生活,日常,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
20572289,凛光暗切,395176,科技,数码,3,5,2,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
513866289,喘喘winnie,392609,知识,校园学习,3,4,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
8034163,浅澄月,1487680,鬼畜,鬼畜剧场,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
356399722,酋知鱼,389748,知识,科学科普,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1534196722,阿云Pari,84317,时尚,美妆护肤,2,4,3,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
18564290,VisionTec的王,33862,科技,数码,2,2,2,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
145707290,田谷源,81763,生活,出行,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
47291,抽风的飞机origin,681791,游戏,电子竞技,2,2,2,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
210291,蚀血之暗,684850,生活,日常,2,2,2,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
353318057,轩然鉴,40748,科技,数码,2,5,4,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
92818291,隔壁老谢GBLX,188532,科技,数码,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
427607291,建国JianGuo_,394109,科技,数码,3,3,3,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
25910292,钟文泽,2421261,科技,数码,3,3,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
346592292,深入了解PreInsight,64689,科技,数码,4,5,3,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
391242293,六斤Libra,623361,生活,出行,4,4,3,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1094218293,晨露其实叫程禄,66885,美食,美食测评,2,3,1,1.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
255002723,超级一万乐,35630,科技,数码,2,5,3,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
3322724,尾哥模玩,394616,生活,模玩·周边,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
176756724,野居青年,681344,生活,家居房产,2,3,1,1.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
19319172,差评君,3351861,知识,科学科普,4,5,5,4.75,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
52165725,王骁Albert,2531023,知识,人文历史,2,1,0,0.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
54712725,Okami丶鬼道,473617,游戏,单机游戏,2,3,2,2.25,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
344488725,易凌叔,555504,游戏,单机游戏,2,4,1,2,0,0,0,0,0,无,低,商单衰退型：曾经商单强但趋势下行，充电转化黄金窗口
513851725,妈妈再灭我一次,583823,生活,搞笑,4,4,2,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
40742726,是我_是我_就是我,174886,知识,职业职场,3,3,3,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
106685726,二二酸酸,2841940,知识,校园学习,4,3,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
520149726,拿拿nah,959994,生活,日常,4,3,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
11997177,三木刃,1796290,鬼畜,鬼畜调教,4,4,1,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
8960728,日食记,9204165,美食,美食制作,4,3,3,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
280135728,楚天明c,323287,游戏,单机游戏,2,4,1,2,0,0,0,0,0,无,低,商单衰退型：曾经商单强但趋势下行，充电转化黄金窗口
1440295,一个凡老师,864454,知识,社科·法律·心理,3,5,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
27897180,小小的小兔团儿,1092923,时尚,穿搭,2,2,2,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
38053181,oooooohmygosh,1746494,知识,设计·创意,3,2,4,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
8986182,Navis-慢点评测,95452,科技,数码,3,3,3,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
2283296,小猪P_,738215,鬼畜,鬼畜调教,3,4,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
245069296,迷影区间,1191547,影视,影视杂谈,3,5,4,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
588148296,郭小嚜,591788,生活,手工,2,3,1,1.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
50476731,青蒜瞎哔哔,189319,游戏,手机游戏,2,4,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
106590731,老孙聊游戏,762374,游戏,单机游戏,3,4,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
384341731,贪吃瑜,361114,美食,美食测评,2,5,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1748623731,阿城数码,76927,科技,数码,2,4,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
3660297,Jiaber吴伯滔,1631405,生活,搞笑,2,2,1,1.5,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
436197297,小凌漆漆,465046,游戏,桌游棋牌,2,5,1,2.25,0,0,0,0,0,无,低,商单衰退型：曾经商单强但趋势下行，充电转化黄金窗口
730732,瓶子君152,4307755,游戏,手机游戏,4,4,4,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
431956189,神奇阿宇Ayu,1031155,科技,极客DIY,5,4,5,4.75,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
294938732,碳基少年,59769,科技,数码,3,4,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
337064732,李开箱,65184,科技,数码,2,5,3,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
662658732,玲子reiko-,1781728,美食,美食侦探,3,3,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
349717298,嘤武罗,2007539,生活,日常,3,3,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1092084298,王者荣耀九居,761802,游戏,电子竞技,2,5,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
380926733,Ryywai,64387,科技,数码,2,5,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1858208733,李砍柴,91276,知识,财经商业,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
70429299,嘞是唐孃孃,2024403,生活,搞笑,4,5,2,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
281605299,草鸡实验室,434993,科技,数码,3,5,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1995076299,哔哔啵啵璇,942832,音乐,演奏,2,3,3,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
29191734,浅唱君Jacky,1136855,游戏,单机游戏,4,5,3,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
414702734,哈仔十一,1045549,动物圈,汪星人,3,5,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1858969734,楼下粉猪君,541254,影视,影视杂谈,2,5,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
39335300,花椒糯米糍,820941,生活,日常,2,5,1,2.25,0,0,0,0,0,无,低,商单衰退型：曾经商单强但趋势下行，充电转化黄金窗口
264740735,夸利亚Qualia,1252559,生活,日常,2,2,3,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1575718735,保镖的车库,2223108,汽车,新能源车,5,5,4,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
601199200,科技边界TE,314459,生活,日常,3,3,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
8695736,田浅浅,823118,生活,日常,3,4,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
97039736,舌尖上的老六,1586466,美食,美食制作,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1596926736,河畔的伯爵,995062,知识,人文历史,2,5,1,2.25,0,0,0,0,0,无,低,商单衰退型：曾经商单强但趋势下行，充电转化黄金窗口
437316738,朱一旦的枯燥生活,3184680,生活,搞笑,2,1,0,0.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
691415738,苏打baka,2566743,游戏,单机游戏,4,4,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
8492739,懒人核心,449920,动画,动漫杂谈,2,5,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
318406739,深川漱Pengoss,257904,科技,数码,3,5,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
31922771,Leah莉娅又迟到啦,398095,游戏,手机游戏,2,4,3,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1993302,米神哟,905655,游戏,单机游戏,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
3211302,艾尔十六,1290840,动画,同人·手书,4,5,2,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
2019740,逆风笑,2159593,游戏,单机游戏,2,2,5,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
360861964,棕与灰9,669683,动画,同人·手书,2,2,2,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
26937772,转世虚拟猫,524627,音乐,原创音乐,2,2,2,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
66796740,Serin塞琳,1343558,生活,搞笑,2,3,2,2.25,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
173986740,这个月-,1671405,知识,社科·法律·心理,2,2,2,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
222849740,群宝无敌,543482,生活,日常,2,3,4,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
2687303,风彩丶,289106,游戏,网络游戏,2,5,3,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
14520741,元气小鸡血,894168,生活,搞笑,2,2,2,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
80304,亚食人,1663841,游戏,手机游戏,3,4,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
4974304,千夜未来Senyamiku,1877867,生活,日常,3,3,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
6893742,爱学习的人,725342,鬼畜,同人·手书,2,2,2,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
70783742,几分钟义务教室,1138202,汽车,汽车生活,4,3,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
516185777,懒狗小黑,168472,科技,数码,3,4,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
43584743,藻虾AmanoShrimp,354793,生活,出行,2,4,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
95205743,嘿丝科技,689348,科技,数码,3,3,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
104853743,忘川又下饭啦,1485574,游戏,电子竞技,2,2,3,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
321206743,Cheems电玩屋,1251933,生活,搞笑,4,4,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
478744,鹦鹉不咕,96502,游戏,手机游戏,2,5,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
22259744,很努力的班主任,530609,生活,校园学习,2,3,2,2.25,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
486989780,老麦的工具库,1448518,科技,软件应用,4,5,4,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
2829782,何必Hebee,779768,动画,动漫杂谈,3,4,4,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
25592782,Wink眨宝momo,416934,娱乐,娱乐粉丝创作,2,2,5,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
628547746,旋风凉水,294903,影视,影视杂谈,2,4,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
39089748,李自然说,236917,知识,财经商业,2,2,0,1,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
1441572748,吹散z,1090190,游戏,手机游戏,3,5,2,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
2124508748,AI赛博文,71562,知识,财经商业,2,3,2,2.25,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
27458749,六里屯X光,349848,科技,数码,2,2,0,1,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
1335451749,一只李狗剩,296063,生活,搞笑,3,3,1,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
516582750,Daniel_official,495886,科技,数码,4,5,5,4.75,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
15466785,司寇眈眈,975708,游戏,单机游戏,2,4,4,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
245869,尚在天国EX,562473,游戏,单机游戏,3,3,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
8040869,寒雪无忆曲江南,794306,游戏,手机游戏,3,5,3,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
36315869,樊浩哲同学,45721,汽车,改装玩车,2,5,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1330962869,摇铃啊摇铃儿,270409,生活,手工,3,3,0,1.5,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
170690751,神奇的冯不悔,46704,科技,数码,3,5,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
486759751,卡门卡卡_,1026124,生活,家居房产,3,1,3,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
515223751,我叫小纪,105031,科技,数码,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
3386870,轩邈Elias,1588153,影视,影视杂谈,2,4,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
76956870,高高Lindsey,235425,付费,综合,2,2,0,1,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
404585870,不撸猫HaiTang,935339,动物圈,喵星人,2,2,0,1,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
427494870,硬核拆解,1641332,知识,野生技能协会,3,3,1,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
210752,真栗,2138623,音乐,翻唱,4,4,1,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
5007752,萝卜吃米洛,2362600,游戏,单机游戏,3,5,0,2,0,0,0,0,0,无,低,商单衰退型：曾经商单强但趋势下行，充电转化黄金窗口
319522796,零天赋射手,606582,运动,篮球,2,2,5,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
3519797,战术级子轩,1191594,游戏,网络游戏,3,5,3,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
733871,友利奈绪大魔王丶,1644231,游戏,单机游戏,2,2,0,1,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
354518871,Javen嘉文儿,24723,运动,运动文化,3,2,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1596747871,叫我中单就好了,1006807,生活,日常,2,2,0,1,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
1143898753,李哥我饿了,2233727,美食,美食记录,3,2,1,1.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
1839002753,鹿火CAVY,1791426,音乐,翻唱,3,4,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
35894872,老奇好好奇,1096688,知识,科学科普,4,3,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1888510872,究极测试,273214,科技,数码,2,4,3,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
27899754,贪玩歌姬小宁子,1875135,游戏,单机游戏,5,5,5,5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
32360754,亚平宁的蓝色,261666,运动,运动文化,4,5,2,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
14739873,檀东东Tango,368917,知识,职业职场,3,5,2,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
