up_id,uname,fans,tid_gen,tid_sub,space_url,first_charge_date,days_since,charge_video_cnt,gmv,avg_daily_gmv,vv,ecpvv,charge_users,cvr,on_board,summary
439062590,小石头光溜溜国服攻略,32725,生活,日常,https://space.bilibili.com/439062590,2026-04-23,27,11,3271.0,109.03,154497,21.17,209,0.14,1,"①《王者荣耀》英雄深度教学系列，专注拆解国服顶尖选手和职业选手的操作细节与连招技巧；②以""国服零距离""为核心栏目，逐帧分析敖隐、哪吒、芈月、凯等热门英雄的实战打法，帮助玩家从零基础快速达到国服水平；③内容覆盖出装铭文、对线思路、团战意识等全方位攻略，强调""手把手教学""的实用性"
375510181,预防容貌欺诈看我,4370,影视,影视剪辑,https://space.bilibili.com/375510181,2026-05-09,11,9,3216.0,107.2,32306,99.55,125,0.39,1,①《神弃之地》系列超能力悬疑剧情剪辑，主角拥有附身变形能力，可通过接触窃取他人外貌与身份；②聚焦性别转换、身份伪装的猎奇设定，呈现偷衣、复刻身形等诡异行为；③带有欺骗、犯罪等惊悚元素，营造悬疑氛围
3546605586221616,冰可乐漫画,50039,国创,国产原创相关,https://space.bilibili.com/3546605586221616,2026-05-06,14,24,3161.0,105.37,47862,66.04,200,0.42,1,"①二次元热门IP同人有声小说创作，覆盖海贼王、火影、鬼灭等多个经典动漫作品；②主打""穿越+系统流""爽文设定，包含抽奖、商城、神格等多样化金手指体系；③月更20+部完结内容，产出节奏稳定高效"
3493294982040239,冰岛咖啡动漫站,1737,动画,综合,https://space.bilibili.com/3493294982040239,2026-04-22,28,72,3161.0,105.37,66420,47.59,199,0.3,1,①古风仙侠题材AI漫剧创作者，专注双女主情感叙事，涵盖师徒、囚禁、宗门等多元关系设定；②内容以女性向情感张力为核心，擅长营造暧昧悬疑氛围和身份反转剧情；③兼顾现代都市及跨时空题材探索，保持高产更新节奏
1166394339,亿个达不溜888,1480,国创,国产原创相关,https://space.bilibili.com/1166394339,2026-05-16,4,15,3095.0,103.17,42286,73.19,196,0.46,1,①双男主耽美向漫剧剪辑号，聚焦狗血爽文剧情：古装仙侠中的师徒情蛊、战神魔尊宿敌纠葛、替嫁王府等禁忌设定；②现代都市线以豪门商战、情敌翻身、误撩腹黑大佬为主；③整体风格偏重生穿越、强制救赎类快节奏一口气爽剧
455948168,大吃一口粮,4028,国创,国产原创相关,https://space.bilibili.com/455948168,2026-05-15,5,2,3078.0,102.6,13594,226.42,126,0.93,1,国产动画《暗夜心动》的二创内容制作者，专注于剧情向片段剪辑与解读。内容聚焦男女主角之间的情感互动桥段，呈现角色间暧昧试探、情感升温的关键场景，通过彩蛋补充、横屏特效等形式为原作粉丝提供沉浸式的CP向观看体验。
3546793744796338,拾光课堂,8050,知识,校园学习,https://space.bilibili.com/3546793744796338,2026-05-06,14,19,3070.0,102.33,28804,106.58,125,0.43,1,"①职业资格考试在线课堂，聚焦执业药师（药学、中药学各专业科目）和税务师考试的系统化精讲教学；②社会工作者考试培训，覆盖初级、中级社工的综合能力、实务及法规政策等全科目内容；③采用""完整版精讲""模式，由专业讲师逐章逐节拆解考点，强调基础薄弱学员的理解记忆与应试技巧"
3706984207485019,浅月漫社,1348,影视,影视剪辑,https://space.bilibili.com/3706984207485019,2026-05-07,13,14,2965.0,98.83,23721,125.0,184,0.78,1,①双男主耽美向小说改编剪辑，主打穿书、穿越、宿命羁绊等玄幻设定，聚焦攻受之间从误会、纠缠到深陷情感漩涡的虐甜剧情；②内容涵盖现代ABO设定、古风仙侠、末世异能等多元题材，强调反派大佬与主角间的追逃、守护、相爱相杀等高张力情感关系
3706973537175725,世界稳定,1261,生活,日常,https://space.bilibili.com/3706973537175725,2026-04-25,25,13,2936.0,97.87,29535,99.41,67,0.23,1,①专注急救CPR模拟演示内容，通过场景化呈现心肺复苏、人工呼吸等紧急救护操作流程；②多采用泳池溺水、ICU监测等具体情境，以模拟实操的形式普及医疗急救知识
698439062,老王来了-百刀会免费,6371,生活,日常,https://space.bilibili.com/698439062,2026-05-05,15,4,2920.0,97.33,17609,165.82,106,0.6,1,"①两性健康科普与生活知识分享，以轻松幽默的聊天方式讲解生理健康话题；②时事热点评论与深度剖析，涵盖科技算力、社会案件、商业人物等多元领域；③真人口播直播内容为主，采用""老王""式接地气的叙事风格，强调会员专属干货分享"
3706970047514772,悠米甜甜圈-,2342,影视,影视剪辑,https://space.bilibili.com/3706970047514772,2026-04-24,26,15,2859.0,95.3,39504,72.37,148,0.37,1,①主攻孕期题材剪辑创作，聚焦孕夫/男性怀孕场景下的孕吐、产检、临盆等孕期日常与情感陪伴；②包含GB（性转）、ABO等设定向内容，呈现伴侣间相互扶持、共渡孕期难关的甜虐向剧情；③部分涉及生产风险、产后并发症等医疗向高虐情节
246422038,雕非鱼,154011,动画,同人·手书,https://space.bilibili.com/246422038,2026-05-01,19,6,2790.0,93.0,88851,31.4,182,0.2,1,"修仙题材连载动画推文，讲述主角""雕飞鱼""在求变数百年间的奇遇历程。内容以长生修炼为核心，融入悬疑探案元素，涉及怪病调查、丹药炼制、门派试炼等修仙世界设定，呈现出典型的网文改编沙雕风格，节奏紧凑且带有轻松幽默的叙事基调。"
3706940892908402,葵花抓姬手,10734,时尚,时尚潮流,https://space.bilibili.com/3706940892908402,2026-05-01,19,61,2728.0,90.93,18163,150.2,16,0.09,1,专注台湾Beautyleg品牌的时尚写真合集搬运，以4K120P高规格技术呈现不同模特的完整作品系列，内容涵盖正片拍摄、花絮记录及早期侧录素材，形成较为完整的视觉档案库。
491573096,琴解故语,9355,知识,校园学习,https://space.bilibili.com/491573096,2026-04-28,22,1,2628.0,87.6,16622,158.1,110,0.66,1,"专注于汉字文化考据的知识向内容，通过解读""沙""""漠""等古汉字的音义变迁，探索东西方历史文明之间的文化关联，呈现出从语言学角度破解历史谜团的研究风格，内容信息密度高。"
3706971769277033,旧事漫声,2754,国创,国产原创相关,https://space.bilibili.com/3706971769277033,2026-04-23,27,80,2620.0,87.33,49053,53.41,157,0.32,1,①重生逆袭复仇向动态漫剧，主角经历前世背叛或悲剧后重生改命，通过揭穿阴谋、远离渣男或强势反击完成人生翻盘；②古装宫斗与现代虐恋双线并行，呈现婚恋情感中的误会纠葛、冷暴力虐待及最终的绝地反击；③完整故事快节奏叙事，适合一口气追完的爽文式剧情体验
3706977706314366,开悟修心-,1222,知识,社科·法律·心理,https://space.bilibili.com/3706977706314366,2026-05-14,6,21,2578.0,85.93,10933,235.8,49,0.45,1,"①以""阿紫""这一核心人物为中心，构建完整的灵性成长叙事体系，讲述其从封印到觉醒、从低谷到蜕变的修行历程；②结合紫微星、高维能量、星象运势等玄学元素，提供每日能量播报和灵性解读，强调天命归位与灵魂升维；③面向同频觉醒者群体，传递疗愈、共鸣与精神指引，呈现浓厚的灵修社群文化特征"
3546719514003582,RED_OFFICIAL_,172696,音乐,音乐综合,https://space.bilibili.com/3546719514003582,2026-05-20,0,1,2568.0,85.6,4787,536.45,58,1.21,1,音乐类直播内容创作者，以唱见身份在特殊节日（520）进行互动直播，演唱风格偏向节奏感强烈的舞曲和流行音乐，注重与粉丝的陪伴式互动体验。
3546770982308716,AI漫剧馆,10258,影视,短片,https://space.bilibili.com/3546770982308716,2026-05-05,15,18,2546.0,84.87,25666,99.2,160,0.62,1,"①古代穿越言情剧情剪辑，主打女性视角的重生复仇、身份反转与情感纠葛，涵盖宫廷权谋、豪门情仇等多元场景；②聚焦""渣男现世报""和女主逆袭爽文叙事，擅长呈现婚姻背叛后的果断离场与华丽转身；③穿插现代奇幻题材，包含诡异副本、穿书成画等脑洞剧情，保持强情节冲突和反转节奏感"
402345242,老杨有点捞,5639,游戏,网络游戏,https://space.bilibili.com/402345242,2026-04-23,27,5,2538.0,84.6,14969,169.55,104,0.69,1,①专注《火炬之光无限》SS12赛季罗莎2角色的深度配装教学，涵盖暴走巨刃、冰戳戳等多流派玩法；②提供幽邃深空、深空塔层等高难度副本的实战通关演示，强调低成本高生存的平民向配装思路；③包含专家服开荒攻略和防囤货充电专属内容，风格偏向无剪辑实录教学。
1432356950,小布丁去火星啦,2043,国创,国产原创相关,https://space.bilibili.com/1432356950,2026-04-29,21,15,2484.0,82.8,34274,72.48,154,0.45,1,①古装宫廷题材AI漫剧连载，讲述摄政王与小皇帝之间跨越君臣身份的情感羁绊故事；②剧情围绕权臣离京归来后的相守日常展开，融合朝堂权谋与私密情感两条线；③整体风格偏甜宠向，着重刻画两人从克制到坦诚的情感进展，以及大量日常互动细节
390363627,原点档案,30806,知识,人文历史,https://space.bilibili.com/390363627,2026-05-02,18,4,2464.0,82.13,53328,46.21,97,0.18,1,"专注明清历史悬疑大案深度解读，从麻城谜案的官场黑幕到壬寅宫变的宫廷内幕，再到宁王叛乱中王阳明的智谋对决。采用""一口气看完""的叙事方式，擅长挖掘案件背后的权力博弈与曲折细节，将正史不敢写的历史悬案以悬疑推理视角重新演绎，突出情节反转和真相揭秘。"
556849400,青柠漫序,1374,动画,综合,https://space.bilibili.com/556849400,2026-05-01,19,20,2401.0,80.03,25338,94.76,149,0.59,1,①专注ABO世界观下的双男主耽美漫画改编，涵盖Alpha、Beta、Omega、Enigma等各性别组合的CP配对；②剧情以高甜虐恋为主线，融合合约情人、替嫁、暗恋成真、带球跑等狗血桥段，强调信息素吸引、腺体标记、易感期等ABO特色设定；③人设偏好霸总、疯批、冰山攻等强势角色，擅长制造戏剧反转。
532653650,草莓研报,26765,知识,财经商业,https://space.bilibili.com/532653650,2026-05-05,15,16,2371.0,79.03,18730,126.59,70,0.37,1,专注解读华尔街顶级投行研报，日更形式汇总高盛、摩根大通、花旗等机构的最新观点；内容覆盖A股港股美股市场动态、宏观经济政策、半导体汽车等行业深度、个股分析及大宗商品走势；致力于将专业机构研究快速拆解成易懂的投资参考。
11404870,丹舟SD,13491,动画,MMD·3D,https://space.bilibili.com/11404870,2026-05-13,7,1,2370.0,79.0,3366,704.1,666,19.79,1,"①影视同人向剪辑短片，围绕""江澄""等角色展开的日常互动剧情；②着重呈现角色间的矛盾化解与关系重建，通过幽默对话刻画人物性格特点，营造轻松诙谐的氛围"
3690981243226451,娜娜凛,8412,生活,日常,https://space.bilibili.com/3690981243226451,2026-05-03,17,3,2352.0,78.4,29961,78.5,147,0.49,1,都市奇幻恋爱短剧系列，围绕霸道总裁与吸血鬼助理的暧昧情感线展开；通过司机视角吐槽、电梯密闭空间、照顾受伤等生活化小场景，刻画双方试探心意、克制情感的微妙互动；彩蛋形式呈现，注重细节氛围营造和角色内心独白。
3706941759031589,不吃香菜3301,1122,国创,国产原创相关,https://space.bilibili.com/3706941759031589,2026-04-29,21,57,2340.0,78.0,64926,36.04,150,0.23,1,"①原耽向广播剧改编内容，以ABO世界观设定为核心框架，涵盖豪门世家、星际科幻、古代宫廷等多元背景；②情感线主攻""追妻火葬场""类型，聚焦误会分离后的破镜重圆、先虐后甜剧情；③常见带球跑、真假少爷、网恋掉马等身份反转梗，全文完结式呈现。"
3706964177586288,冷爵说,1227,影视,影视剪辑,https://space.bilibili.com/3706964177586288,2026-04-20,30,70,2299.0,76.63,25566,89.92,139,0.54,1,"①女性向重生逆袭题材剪辑，聚焦女主穿越/重生后撕渣复仇、身份反转的爽文剧情；②古言宅斗与现代都市情感兼具，涵盖替嫁、真假千金、契约婚姻等经典桥段，强调女性觉醒与反击；③情节密集、反转频繁，主打""一口气看完""的短剧节奏感"
25770853,十一聊球,5212,运动,足球,https://space.bilibili.com/25770853,2026-04-21,29,19,2277.0,75.9,7532,302.31,20,0.27,1,①英超赛事深度解析为主，覆盖保级大战、欧战席位争夺等关键场次，擅长从战术体系、球队状态、战意分析等多维度预测比赛走向；②兼顾意甲、欧冠等赛事推荐，通过球队伤病、阵容轮换、历史交锋数据提供投注建议；③内容呈现口语化强，像朋友聊球般分享赛前情报和比分预测
677668965,梦禁儿,1437,影视,影视剪辑,https://space.bilibili.com/677668965,2026-04-24,26,31,2240.0,74.67,51027,43.9,138,0.27,1,①古装与现代双线虐恋向剪辑，聚焦体弱患病角色的生死相守故事；②密集呈现晕倒、受伤、吐血、临终等虐心情节片段，以悲情离别和深情陪伴为核心卖点；③《落梅如雪》《止痛药》等系列持续更新，擅长营造强烈情感冲击与悲剧美学氛围
248434870,格兰芬多的塔罗室,3509,生活,日常,https://space.bilibili.com/248434870,2026-04-23,27,25,2167.0,72.23,22022,98.4,87,0.4,1,①专注内娱顶流明星塔罗占卜，主打结婚对象画像、感情走向等情感向预测内容；②覆盖王一博、肖战、刘宇宁、白鹿等热门艺人的事业运势、播出情况等职业发展解读；③口语化解牌风格，强调娱乐性质，偶尔穿插塔罗牌教学内容
3546865419160291,漫剧剧场_,2533,国创,国产原创相关,https://space.bilibili.com/3546865419160291,2026-04-22,28,19,2144.0,71.47,31151,68.83,134,0.43,1,①双男主AI漫剧连载，讲述古代画家穿越现代后与霸总的守护故事；②融合穿越、豪门、艺术鉴定等元素，围绕主角身份合法化、画作真相揭露等情节推进；③强调霸总对穿越者的全方位保护与情感羁绊，走高甜宠溺向剧情线
3706964175489451,万界漫主,1237,影视,影视杂谈,https://space.bilibili.com/3706964175489451,2026-04-21,29,63,2136.0,71.2,16049,133.09,129,0.8,1,"①聚焦情感背叛与逆袭重生题材，主角历经家庭偏心、婚姻背叛、职场冷落等伤害后，以重生或觉醒视角反击复仇，强调""心死决绝""到""华丽转身""的情感蜕变；②兼顾古风架空世界观，涵盖宫廷权谋、修仙江湖、冥界传说等设定；③采用完整版长篇叙事，浓缩呈现虐恋-觉醒-反杀的爽文节奏，满足一口气追完的观看体验"
3706946129496658,调研纪要先知,3414,科技,计算机技术,https://space.bilibili.com/3706946129496658,2026-04-21,29,141,2131.0,71.03,30560,69.73,70,0.23,1,"①AI算力全产业链深度调研，从芯片、存储、光模块到PCB、液冷散热，系统追踪供需缺口、订单排期与产能扩张；②科技制造业产业数据速报，聚焦半导体设备、储能锂电、工业机床等细分赛道的订单暴增与国产替代进程；③内容以机构调研视角呈现，数据密集、节奏紧凑，擅长用""暴增""""翻倍""等冲击性表述直击产业拐点"
40304024,袁嘉威,24292,知识,财经商业,https://space.bilibili.com/40304024,2026-04-21,29,9,2108.0,70.27,1776,1186.94,15,0.84,1,"交易心理与认知成长类深度内容。不讲技术指标和行情分析,而是专注探讨交易者在实战中遇到的心理困境——如何面对欲望、止损、执行失控、自我怀疑等内在问题。内容偏向帮助有一定交易经验的人突破""看对但做不对""的瓶颈,引导交易者从急于证明自己转向接受市场不确定性,强调交易真正的难点在于理解和管理自己的内心反应。"
61214429,明文传输不,28255,科技,计算机技术,https://space.bilibili.com/61214429,2026-04-23,27,28,2099.0,69.97,66347,31.64,132,0.2,1,①专注海外优质技术教程的中文配音搬运，覆盖AI机器学习（吴恩达、李飞飞等名校公开课）、编程语言（C++/Java/C#等）及开发工具实战；②内容以完整系列课程为主，注重知识体系的完整性和实用性
3546705601497615,小甜菜Ai,4472,娱乐,娱乐粉丝创作,https://space.bilibili.com/3546705601497615,2026-04-27,23,12,2088.0,69.6,47621,43.85,132,0.28,1,①AI演绎双男主纯爱向短剧，聚焦年上甜宠关系中的日常互动与情感羁绊；②围绕高考、异地、冷战等情节节点展开虐甜交织的剧情演绎，着重刻画分离焦虑与情感挽回场景；③通过回忆杀、思念独白等叙事手法强化情感浓度，营造细腻温柔的氛围感
298041700,官仁羽生,126993,知识,社科·法律·心理,https://space.bilibili.com/298041700,2026-04-20,30,1,2070.0,69.0,161580,12.81,129,0.08,1,暂无稿件内容信息
5570974,钢皇の游戏王国,35460,游戏,单机游戏,https://space.bilibili.com/5570974,2026-04-30,20,1,2050.0,68.33,33737,60.76,183,0.54,1,科幻剧情向互动游戏视频，以癌细胞演化为创意切入点，探索生命起源与文明诞生的另类可能性。采用互动电影形式，让观众参与决策影响剧情走向，在硬核科幻设定与趣味互动体验间找到平衡点。
3706949352819235,江寒急诊,5611,国创,国产原创相关,https://space.bilibili.com/3706949352819235,2026-04-24,26,23,2037.0,67.9,39772,51.22,129,0.32,1,"①现代都市医疗题材原创动画，主角江寒以高超医术对抗权贵资本，呈现""神医收拾不讲规矩的有钱人""的爽文叙事；②强烈的爱国主义色彩，频繁设置外资医药垄断、国际财团威胁等情节，突出民族情绪；③底层关怀与阶级对立并存，强调""穷人看病有尊严、富人必须守规矩""的价值观。"
1780141565,小娣_长漫配音,9725,动画,综合,https://space.bilibili.com/1780141565,2026-05-03,17,2,2031.0,67.7,17595,115.43,278,1.58,1,①玄幻题材长篇漫剧配音创作，主打都市奇幻与修仙捉妖两大方向；②聚焦主角获得特殊能力后开启的冒险故事，呈现人与动物、人与妖灵之间温情治愈或热血战斗的剧情演绎
3546686871833294,在下叶无忧,213926,动画,综合,https://space.bilibili.com/3546686871833294,2026-04-26,24,5,2008.0,66.93,63587,31.58,131,0.21,1,"①原创动画《魔种昼夜》系列连载，讲述残疾学生君夜意外成为魔种后，加入七大罪组织代号""傲慢""的成长冒险故事；②内容围绕魔种与人类猎魔组织SDD的对抗展开，涉及马戏团、上神教等反派势力的围剿战斗；③画风偏二次元热血向，着重刻画主角觉醒心魔能力、团队协作战斗等高燃情节"
1364180762,小巴的投研之旅,1743,知识,财经商业,https://space.bilibili.com/1364180762,2026-04-27,23,43,2007.0,66.9,10457,191.93,79,0.76,1,"①深度聚焦AI算力产业链投资机会，围绕国产AI芯片、光通信、算力租赁、先进封装等硬科技赛道，从产业趋势、供需格局到龙头标的进行全方位解析；②""投研闭门会""系列常态化输出，强调行情节奏把握和配置时机研判，为投资者提供产业链景气度跟踪与个股机会挖掘"
418393983,番茄同人迷,2508,国创,国产原创相关,https://space.bilibili.com/418393983,2026-05-01,19,64,1948.0,64.93,66181,29.43,121,0.18,1,①以《星穹铁道》《斗罗大陆》《斗破苍穹》等国创IP为主的同人爽文有声剧，主角穿越获得系统、模组或特殊血脉，开局逆袭碾压原作角色；②涵盖假面骑士特摄、MC模组、综漫等多元题材的穿越文，强调主角觉醒逆天能力后横扫各大位面的爽感叙事
688199209,天命启示,2868,生活,日常,https://space.bilibili.com/688199209,2026-04-24,26,43,1922.0,64.07,12792,150.25,48,0.38,1,"①聚焦灵性觉醒与身份认同，通过""天选之人""概念营造受众的特殊感和使命感；②主打财富显化与命运转折叙事，强调宇宙能量、高维觉醒对个人财运的影响；③擅长运用紧迫性话术和情感共鸣式表达，通过倒计时、最后机会等元素增强内容吸引力"
3706973325363573,作手星新,1953,知识,财经商业,https://space.bilibili.com/3706973325363573,2026-04-26,24,2,1906.0,63.53,2409,791.2,16,0.66,1,期货交易实战分享类内容，以个人真实交易经历为主线，既讲解期货多空原理、价格行为等基础知识，也坦诚复盘自己的操作失误（如白银亏损）。重点聚焦进场时机、止盈止损等实操难题，风格偏向经验总结式教学，强调从实战中提炼交易思路。
3706923373299851,妖妖说漫,5240,国创,国产原创相关,https://space.bilibili.com/3706923373299851,2026-04-27,23,19,1893.0,63.1,18450,102.6,124,0.67,1,①主打VIP配音有声爽文，内容聚焦热血抗战题材，涵盖现代军队穿越支援抗日战场的硬核战斗叙事；②兼顾特摄铠甲勇士和古代权谋穿越题材，呈现逆袭复仇、救国争霸等高燃剧情，整体风格偏向长时段沉浸式听书体验
3706939984841529,我是南歌初渝,2161,影视,影视剪辑,https://space.bilibili.com/3706939984841529,2026-04-20,30,6,1864.0,62.13,14005,133.1,72,0.51,1,国产原创动画剪辑，主打玄幻仙侠题材的双男主热血剧情。内容聚焦神尊与战神之间跨越千年的恩怨纠葛，呈现权谋背叛、禁忌情感等戏剧冲突，整体风格偏向成人向叙事，注重角色间的情感张力与命运羁绊的刻画。
386708476,九儿动漫站,1873,影视,影视剪辑,https://space.bilibili.com/386708476,2026-04-24,26,13,1847.0,61.57,24093,76.66,485,2.01,1,①主打AI生成的双男主耽美向短剧剪辑，涵盖古风仙侠、现代都市、娱乐圈等多元题材；②聚焦虐恋情感线，呈现误会分离、追妻火葬场、破镜重圆等经典虐心桥段；③契合耽美受众偏好，强调情感纠葛与人物关系张力
3494350178749329,风云书屋,6864,国创,国产原创相关,https://space.bilibili.com/3494350178749329,2026-04-27,23,58,1842.0,61.4,90741,20.3,113,0.12,1,①都市爽文小说剧情演绎，聚焦重生、复仇、真假千金等热门题材，强调主角在遭遇背叛或不公后的逆袭反转；②家庭伦理矛盾叙事，呈现原生家庭创伤、亲子关系扭曲、校园霸凌等现实冲突场景；③悬疑惊悚向故事线，包含灵异元素、高考作弊系统、神秘习俗等奇幻设定，营造紧张刺激的叙事氛围
3706979826535030,摩托车小妹妹,1309,生活,日常,https://space.bilibili.com/3706979826535030,2026-05-07,13,38,1842.0,61.4,8478,217.27,26,0.31,1,"①女性摩托车骑行日常vlog，记录骑车出门逛街、接闺蜜、上下班等生活片段；②核心看点是摩托车频繁故障的喜剧化呈现，半路抛锚、打不着火、熄火成为常态；③用大量口语化吐槽（""该死的车""""烂车""）营造真实又搞笑的骑行困境氛围"
3546918252710137,小叶书屋,1684,国创,国产原创相关,https://space.bilibili.com/3546918252710137,2026-04-29,21,35,1831.0,61.03,63738,28.73,112,0.18,1,①现代都市女性向爽文剧情剪辑，聚焦家庭矛盾、婚恋纠葛与原生家庭创伤，主打重生逆袭、替身成真、真假千金等高爽反转情节；②擅长刻画被轻视女性角色的绝地反击，通过学业成就、身份揭秘或权势逆转完成打脸复仇；③少量悬疑惊悚题材点缀，涉及拐卖解救、家庭秘密等社会现实向内容
3632304075311637,郭延娇郭律,14416,生活,日常,https://space.bilibili.com/3632304075311637,2026-04-20,30,175,1821.0,60.7,39976,45.55,65,0.16,1,①婚恋情感咨询类直播连麦实录，聚焦婚姻矛盾、夫妻相处、婆媳关系、彩礼纠纷等现实婚恋问题；②以郭律师第一视角呈现真实案例分析，风格犀利直接，擅长一针见血指出问题核心，对求助者进行情感疏导和现实建议
515231056,黑鹤001,43368,知识,设计·创意,https://space.bilibili.com/515231056,2026-05-14,6,1,1759.0,58.63,32441,54.22,77,0.24,1,AI视频生成技术教程，专注ComfyUI工作流的实战讲解。主打LTX模型的低显存优化方案，涵盖多图生视频、多段精准控制、数字人应用等功能整合，教学风格偏向详细拆解和实操演示，适合有一定技术基础的创作者学习。
123877919,酥脆漫,1224,生活,日常,https://space.bilibili.com/123877919,2026-04-22,28,30,1748.0,58.27,18387,95.07,127,0.69,1,①ABO世界观耽美漫画剧情解说，聚焦Alpha/Omega/Beta/Enigma等不同性别设定下的情感纠葛与身份错位；②主打强制标记、意外怀孕、身份反转等冲突性剧情，呈现攻受关系中的权力博弈与追妻火葬场桥段；③穿越重生、替身顶罪、黑道大佬等多元题材混搭，强调反差萌与角色成长弧光
3706935742302389,水已1,1370,生活,日常,https://space.bilibili.com/3706935742302389,2026-04-22,28,36,1722.0,57.4,15934,108.07,45,0.28,1,①专注催眠控制题材的剧情向创作，覆盖女战神、女特工、女侠、女总裁等多元职业女性角色，通过古风武侠、现代都市、科幻等不同场景展开叙事；②采用连续剧形式呈现完整故事线，真人版与动漫版交替更新，强调精神控制下的意识对抗与剧情反转
3706964217432341,夜枭漫剧,1175,动画,综合,https://space.bilibili.com/3706964217432341,2026-04-20,30,69,1718.0,57.27,18143,94.69,101,0.56,1,①重生复仇向动态漫剧，主角遭背叛后携前世记忆回归，改写命运强势逆袭；②现代婚姻情感虐恋故事，聚焦出轨背叛与觉醒后的决绝反击；③古装宫斗权谋剧情，涵盖帝王后宫、真假千金等家族恩怨叙事
3690978588232492,听歌看舞新号,3937,舞蹈,颜值·网红舞,https://space.bilibili.com/3690978588232492,2026-04-21,29,19,1699.0,56.63,14054,120.89,21,0.15,1,①成熟女性舞蹈向内容，主打广场舞、韩舞等多元舞种翻跳，演绎风格偏热舞动感；②人设定位微胖身材的成熟女性，常见服饰包括短裤、小黑裙、职业装、长靴等，突出生活化场景中的舞蹈表达；③选曲涵盖广场舞热门曲目与流行韩舞，内容兼具大众娱乐性与个人特色展示
1651395999,阿依莎你说说你呀,2133,生活,搞笑,https://space.bilibili.com/1651395999,2026-04-23,27,11,1672.0,55.73,21555,77.57,63,0.29,1,①现代情感虐恋剧情创作，以孕夫照顾、追妻破镜等情感线为主，强调隐忍与爱意渐浓的情感张力；②古装权谋题材剪辑，聚焦质子在异国隐忍求生、身份卡位与情感挣扎的复杂人物刻画
3546884549380947,老k追剧,1259,影视,影视剪辑,https://space.bilibili.com/3546884549380947,2026-05-01,19,43,1671.0,55.7,21770,76.76,101,0.46,1,①现代都市情感虐恋向剪辑，聚焦婚恋关系中的背叛、误解与情感纠葛，强调女性角色在感情中的付出与觉醒；②穿越重生复仇题材内容，呈现主角遭遇不公后的绝地反击与人生逆转；③豪门世家身份错位剧情，围绕真假千金、亲情冷漠等冲突展开叙事
3706951919733336,觉知实验室AwareLab,8108,知识,社科·法律·心理,https://space.bilibili.com/3706951919733336,2026-04-30,20,49,1620.0,54.0,14662,110.49,49,0.33,1,①深度心理学与哲学思辨内容，以纳瓦尔、荣格、马基雅维利等思想家理论为框架，探讨个人成长、认知觉醒与精神蜕变；②两性关系底层逻辑拆解，从进化心理学和第一性原理切入，剖析性张力、吸引力本质及亲密关系中的深层心理机制；③反主流价值观的生活哲学输出，聚焦财富认知、欲望管理、社交策略等实用智慧，强调长期主义与精神独立
165479290,怪桑动画,241873,动画,综合,https://space.bilibili.com/165479290,2026-05-15,5,5,1604.0,53.47,32251,49.74,95,0.29,1,①修仙爽文动画改编，讲述主角顾昀以碾压实力横扫各路敌人的无敌流故事；②重点展现主角破阵斩敌、揭穿阴谋、收服叛徒等打脸复仇桥段，搭配夸张搞笑的章鱼哥等配角强化戏剧冲突；③画面呈现混沌真身、准帝突破等玄幻修炼场景，节奏紧凑且台词密集
84333367,爱炒股的饼饼,10927,游戏,网络游戏,https://space.bilibili.com/84333367,2026-05-07,13,11,1569.0,52.3,9852,159.26,61,0.62,1,股市每日复盘类内容，面向充电会员提供大盘走势分析、热门板块解读（商业航天、新能源电池、半导体、黄金等）以及重点个股跟踪，紧贴交易日节奏更新，兼具宏观市场研判与微观投资机会挖掘。
23601576,小雨的名著时光,310513,影视,影视杂谈,https://space.bilibili.com/23601576,2026-05-11,9,2,1566.0,52.2,28776,54.42,140,0.49,1,"专注《水浒传》文学细读的技术流解说。通过挖掘文本中容易被忽略的语言细节（如特定用词、对白技巧），将施耐庵的写作技法分层级拆解剖析，从""优秀级""到""超神级""逐步展现古典小说的文笔奥妙。内容强调发现感和技术含量，擅长把看似平常的字句解读出深层的写作认知，为名著爱好者提供独特的鉴赏视角。"
405059835,逻辑研究猿,47387,知识,科学科普,https://space.bilibili.com/405059835,2026-04-22,28,11,1554.0,51.8,20403,76.17,48,0.24,1,①专注A股游资交易复盘解读，深度拆解92科比、退神、陈小群等知名游资的实盘交割单，剖析打板手法、仓位管理和龙头识别技巧；②结合养家心法等经典理论，从交易哲学到具体操作术进行对比教学，帮助散户理解职业选手的决策逻辑和风控体系
336716588,奶绒小剧场,1627,游戏,手机游戏,https://space.bilibili.com/336716588,2026-05-05,15,7,1542.0,51.4,14953,103.12,56,0.37,1,①穿越题材短剧创作，主打现代人穿越到古代或异世界的身份转换故事，包含末世异能者种田、穿书逃命、人鱼生子等脑洞设定；②注重剧情反转和爽文节奏，围绕主角利用金手指改变命运、应对逼婚生子等冲突展开，呈现轻松娱乐向的完整版小剧场内容
3706953161247337,南枝以南,1285,国创,国产原创相关,https://space.bilibili.com/3706953161247337,2026-05-01,19,6,1501.0,50.03,14183,105.83,95,0.67,1,"①国创原创系列剧情向内容，以男主角患病弱体质为核心，展现""装病真病""与胃疼病发的虐恋桥段；②聚焦男女主角在险境营救、社交场合等情境中的情感互动，强调女主护夫与男主隐瞒病情的双向虐心剧情；③整体呈现病弱男主设定下的甜虐交织爱情故事线"
